Budget,Certificate,Gross,Keywords,Original_Language,Popularity,Production_Companies,Production_Countries,Released_Year,Revenue,Series_Title,date_details
19000000,PG,381109762.0,"['flying car', 'race against time', 'clock tower', 'car race', 'lightning', 'guitar', 'inventor', 'journey in the past', 'invention', 'time travel', 'bullying', 'mad scientist', 'love', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'hidden identity', 'teenage life', 'changing the past or future', '1950s', 'suspenseful']",en,17.0539,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],1985,381109762,Back to the Future,1985-07-03
5000000,PG-13,5380118.0,"['small town', 'loss of loved one', 'harmonica', 'wedding party', 'spaghetti western', 'arizona territory', 'intercontintental railroad', 'outlaw gang', 'water pump', 'mysterious character', 'boom town', 'railroad company', 'hope for a new life', 'railroad construction']",it,7.3186,"['Paramount Pictures', 'Rafran Cinematografica', 'San Marco']","['Italy', 'United States of America']",1968,5380118,Once Upon a Time in the West,1968-12-20
806947,R,50048065.0,"['hotel', 'clerk', 'detective', 'shower', 'arizona', 'motel', 'halloween', 'stolen money', 'alter ego', 'taxidermy', 'money', 'murder', 'secretary', 'serial killer', 'slasher', 'psychological thriller', 'black and white', 'corpse', 'murderer', 'theft', 'overbearing mother', 'stabbing', 'mental illness', 'private detective', 'missing person', 'split personality', 'psycho', 'voyeurism', 'voyeur', 'oedipus complex', 'double identity', 'abusive mother', 'dual personality', 'proto-slasher', 'multiple personality disorder', 'mother son relationship', 'birds', 'anxious', 'dramatic', 'motel owner', 'woman on the run', 'corruptibility', 'confused identities', 'human vulnerabilities', 'gloomy', 'man with female alter ego']",en,9.0551,['Shamley Productions'],['United States of America'],1960,50048065,Psycho,1960-06-16
878000,PG,10462500.0,"['corruption', 'nazi', 'escape', 'love triangle', 'resistance', 'spy', 'patriotism', 'casablanca, morocco', 'vichy regime', 'visa', 'nationalism', 'world war ii', 'morocco', 'film noir', 'war']",en,5.372,['Warner Bros. Pictures'],['United States of America'],1942,10462500,Casablanca,1942-11-26
1500000,G,1800000.0,"['factory', 'ambulance', 'invention', 'mental breakdown', 'tramp', 'great depression', 'industrial revolution', 'slapstick comedy', 'automation', 'jail', 'hospital', 'black and white', 'machine', 'pardon', 'guilty', 'silent film', 'unemployment', 'screwdriver', 'police arrest', 'wrongful conviction', 'communism', 'assembly line', 'prison break attempt', 'burglars', 'smuggling', 'orphans']",en,2.9141,['Charles Chaplin Productions'],['United States of America'],1936,1800000,Modern Times,1936-02-05
1500000,G,4250000.0,"['blindness and impaired vision', 'eye operation', 'operation', ""love of one's life"", 'suicide attempt', 'flower shop', 'flower girl', 'tramp', 'love', 'black and white', 'millionaire', 'silent film', 'blind girl', 'boxing', 'feel good', 'comforting']",en,3.1671,['Charles Chaplin Productions'],['United States of America'],1931,4250000,City Lights,1931-01-30
4000000,15,64978931.0,"['child abuse', 'slum', 'refugee', 'neglect', 'child bride', 'lawsuit', 'undocumented immigrant', 'poverty', 'life in the slums', 'slum dwellers']",ar,3.2403,"['Boo Pictures', 'Mooz Films', 'Les Films des Tournelles', 'Open City Films', 'KNM', 'Synchronicity Films', 'Louverture Films', 'The Bridge Production']","['France', 'Lebanon', 'United Kingdom', 'United States of America']",2018,64978931,Capharnaüm,2018-05-17
4200000,PG-13,21107423.0,"['foster parents', 'korean war (1950-53)', 'turkish army', 'orphan', 'foster care', 'korean girl', 'korean child', 'turkish soldier', 'korean laws']",tr,1.6192,['Dijital Sanatlar'],['Turkey'],2017,21107423,Ayla: The Daughter of War,2017-10-27
0,U/A,0.0,"['neo-noir', 'gangster', 'police', 'vikramaditya', 'vedhalam']",ta,4.1787,['Y NOT Studios'],['India'],2017,0,Vikram Vedha,2017-07-21
0,PG,358000000.0,"['high school', 'race against time', 'dreams', 'afterlife', 'natural disaster', 'supernatural', 'time travel', 'comet', 'romance', 'tragedy', 'school', 'body-swap', 'high school student', 'nonlinear timeline', 'star crossed lovers', 'anime', 'japanese high school', 'loving', 'romantic']",ja,14.0341,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'jeki', 'AMUSE', 'voque ting', 'Lawson Entertainment']",['Japan'],2016,358000000,Kimi no na wa.,2016-07-03
10400000,PG,311000000.0,"['small town', 'strong woman', 'sports', 'parent child relationship', 'empowerment', 'abusive father', 'feminism', 'wrestling', 'training', 'biography', 'autobiography', 'domestic abuse', 'fighting', 'womanhood', 'endurance', 'woman vs woman fight', 'female empowerment', 'determination', 'strength training', 'overcoming fears', 'father daughter relationship']",hi,3.8134,"['Aamir Khan Productions', 'UTV Motion Pictures', 'Disney World Cinema']","['India', 'United States of America']",2016,311000000,Dangal,2016-12-21
90000000,PG,393602435.0,"['superhero', 'based on comic', 'aftercreditsstinger', 'alternate universe']",en,19.6918,"['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Arad Productions', 'Marvel Entertainment']",['United States of America'],2018,393602435,Spider-Man: Into the Spider-Verse,2018-12-01
356000000,PG-13,2799439100.0,"['superhero', 'time travel', 'space travel', 'time machine', 'based on comic', 'sequel', 'alien invasion', 'superhero team', 'marvel cinematic universe (mcu)', 'alternate timeline', 'father daughter relationship', 'sister sister relationship', 'awestruck', 'powerful', 'vibrant']",en,18.1285,['Marvel Studios'],['United States of America'],2019,2799439100,Avengers: Endgame,2019-04-22
300000000,PG-13,2052415039.0,"['sacrifice', 'magic', 'superhero', 'based on comic', 'space', 'battlefield', 'genocide', 'magical object', 'super power', 'superhero team', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic']",en,29.9784,['Marvel Studios'],['United States of America'],2018,2052415039,Avengers: Infinity War,2018-04-23
175000000,PG,814641172.0,"['skeleton', 'mexico', 'guitar', 'afterlife', 'musician', 'holiday', 'villain', 'singer', 'murderer', 'life after death', 'kids', 'day of the dead', 'music', 'boy']",en,21.7319,"['Pixar', 'Walt Disney Pictures']",['United States of America'],2017,814641172,Coco,2017-10-20
100000000,R,425368238.0,"['rescue', 'friendship', 'bounty hunter', 'texas', 'slavery', 'plantation', 'rivalry', 'revenge', 'shootout', 'racism', 'kindness', 'dentist', 'django', 'slave trade', 'aftercreditsstinger', 'black slave', 'agreement', '19th century', 'chattanooga', 'german', 'cotton plantation', 'plantation owner', 'old west', 'western', '1850s', 'mississippi']",en,16.8668,"['The Weinstein Company', 'Columbia Pictures']",['United States of America'],2012,425368238,Django Unchained,2012-12-11
250000000,PG-13,1081041287.0,"['airplane', 'fight', 'burglar', 'hostage', 'secret identity', 'crime fighter', 'superhero', 'villainess', 'time bomb', 'based on comic', 'cover-up', 'vigilante', 'tragic hero', 'mobile', 'terrorism', 'destruction', 'fighting', 'criminal underworld', 'cat burglar', 'flood']",en,19.0337,"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']","['United Kingdom', 'United States of America']",2012,1081041287,The Dark Knight Rises,2012-07-16
9000000,PG-13,70000000.0,"['suicide', 'suicide attempt', 'professor', 'college', 'middle class', 'slapstick comedy', 'coming of age', 'teacher', 'friends', 'engineering', 'university', 'subjective camera', 'smart kid', 'poor kid', 'student', 'pregnant', 'delhi']",hi,4.3394,"['Vidhu Vinod Chopra Productions', 'Vinod Chopra Films']",['India'],2009,70000000,3 Idiots,2009-12-23
2600000,PG,28430000.0,"['jealousy', 'parent child relationship', 'boarding school', 'painter', 'father', 'dyslexia', 'teacher', 'little boy', 'india', 'childhood', 'teachers and students']",hi,4.1296,"['Aamir Khan Productions', 'PVR Inox Pictures', 'UTV Motion Pictures']",['India'],2007,28430000,Taare Zameen Par,2007-12-21
180000000,G,521311860.0,"['garbage', 'dystopia', 'space travel', 'distant future', 'loneliness', 'robot', 'aftercreditsstinger', 'duringcreditsstinger']",en,18.0329,"['Pixar', 'Walt Disney Pictures']",['United States of America'],2008,521311860,WALL·E,2008-06-22
2000000,R,77672685.0,"['berlin, germany', 'government', 'corruption', 'espionage', 'germany', 'berlin wall', 'german democratic republic', 'cold war', 'blackmail', 'stasi', 'soviet union', 'freedom of speech', 'house search', ""artists' life"", 'interrogation', 'surveillance', 'heartbreak', 'east germany', 'communism', 'corrupt agent', 'political corruption', 'political thriller', 'surveillance state', 'persecuted writer', 'systemic corruption', 'suspenseful', 'noble sacrifice', 'corrupt government']",de,4.4629,"['Creado Film', 'Wiedemann & Berg Film', 'ARTE', 'BR']","['Germany', 'France']",2006,77672685,The Lives of Others,2006-03-14
3000000,R,17500000.0,"['daughter', 'rage and hate', 'hostility', 'transformation', 'imprisonment', 'dark comedy', 'hypnosis', 'sushi restaurant', 'notebook', 'time', 'sin', 'alcoholism', 'flashback', 'revenge', 'loneliness', 'torture', 'based on manga', 'urination', 'rage', 'anger', 'catholic', 'incest', 'aggressive', 'captivity', 'neo-noir', 'brother sister sex', 'father daughter relationship', 'asian origins', 'remade', 'south korea', 'hammer', 'driven to suicide', 'suspenseful', 'tragic', 'brother sister incest', 'father daughter incest']",ko,15.2527,"['Show East', 'Egg Film', 'Cineclick Asia']",['South Korea'],2003,17500000,Oldeuboi,2003-11-21
9000000,R,40047236.0,"['drug dealer', 'amnesia', 'insulin', 'tattoo', 'waitress', 'motel', 'manipulation', 'flashback', 'confusion', 'revenge', 'murder', 'memory loss', 'memory', 'psychological thriller', 'whodunit', 'los angeles, california', 'polaroid', 'based on short story', 'nonlinear timeline', 'mourning', 'insurance agent', 'individuality', 'phone call', 'mysterious', 'disturbed', 'paranoid', 'neo-noir', 'somber', 'reverse chronology', 'introspective', 'remember', 'suspenseful', 'tense', 'baffled', 'bewildered', 'bold', 'complicated']",en,10.2161,"['Newmarket Films', 'Summit Entertainment', 'Team Todd', 'I Remember Productions']",['United States of America'],2000,40047236,Memento,2000-09-05
23500000,PG-13,176506186.0,"['friendship', 'human vs nature', 'wolf', 'fight', 'wild boar', 'territory', 'leprosy', 'feral child', 'decapitation', 'rural area', 'historical fiction', 'spirit', 'demon', 'nature', 'environmentalism', 'adult animation', 'deforestation', 'anime', 'industrialization', 'fantasy', 'adventure']",ja,13.2976,"['Studio Ghibli', 'Nibariki', 'dentsu Music and Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']",['Japan'],1997,176506186,Mononoke-hime,1997-07-12
30000000,R,5500000.0,"['epic', 'new york city', 'regret', 'lovesickness', 'rape', 'life and death', 'sexual abuse', 'street gang', 'corruption', 'based on novel or book', 'prohibition era', 'gangster', 'sadistic', 'money laundering', 'opium', 'mafia boss', 'murder', 'memory', 'jewish american', 'torture', 'brooklyn bridge', 'childhood friends', 'nostalgic', 'aggressive', '1920s', '1960s', '1930s']",en,8.5942,"['Embassy International Pictures', 'PSO', 'The Ladd Company', 'Rafran Cinematografica']","['United States of America', 'Italy']",1984,5500000,Once Upon a Time in America,1984-05-20
18000000,PG,389925971.0,"['egypt', 'treasure', 'medallion', 'swastika', 'saving the world', 'nepal', 'himalaya mountain range', 'cairo', 'moses', 'hat', 'whip', 'leather jacket', 'mediterranean', 'ark of the covenant', 'ten commandments', 'nazi', 'excavation', 'riddle', 'treasure hunt', 'archaeologist', 'adventurer', 'archeology', 'religious history', '1930s', 'dramatic', 'excited']",en,11.6742,"['Paramount Pictures', 'Lucasfilm Ltd.']",['United States of America'],1981,389925971,Raiders of the Lost Ark,1981-06-12
19000000,R,44781695.0,"['hotel', ""new year's eve"", 'child abuse', 'based on novel or book', 'isolation', 'telepathy', 'delusion', 'halloween', 'snowstorm', 'colorado', 'seclusion', 'surrealism', ""writer's block"", 'alcoholism', 'premonition', 'psychic power', 'caretaker', 'loneliness', 'vision', 'domestic violence', 'postmodern', 'psychological thriller', 'writer', 'twins', 'labyrinth', 'alcoholic', 'blizzard', 'mutilation', 'bloody body of child', 'extrasensory perception', 'uxoricide', 'motherhood', 'filicide', 'snowed in', 'burial ground', 'hypothermia', 'haunted hotel', 'psychological disintegration', 'paranoid', 'afi', 'pediatrician', 'repetition', 'mother son relationship', 'malicious', 'supernatural power', 'anxious', 'new year', 'supernatural horror', 'ghost child', 'psychotronic film', 'dreary', 'cabin fever', 'psychological horror', 'deal with the devil', 'nuclear family', 'avant garde', 'suspenseful', ""new year's party"", 'identical twins']",en,13.0469,"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']","['United Kingdom', 'United States of America']",1980,44781695,The Shining,1980-05-23
31500000,R,150000000.0,"['guerrilla warfare', 'epic', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'central intelligence agency (cia)', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'macabre', 'anti war', 'absurd', 'awestruck', 'commanding', 'distressing']",en,11.4872,['American Zoetrope'],['United States of America'],1979,150000000,Apocalypse Now,1979-05-19
11000000,R,104931801.0,"['android', 'spacecraft', 'space marine', 'biology', 'dystopia', 'countdown', 'space suit', 'beheading', 'space travel', 'cowardice', 'alien', 'space', 'female protagonist', 'parasite', 'space opera', 'cosmos']",en,20.0004,"['20th Century Fox', 'Brandywine Productions']",['United States of America'],1979,104931801,Alien,1979-05-25
0,U,0.0,"['terminal illness', 'cancer', 'friendship', 'doctor', 'positive thinking']",hi,3.6076,['Rupam Chitra'],['India'],1971,0,Anand,1971-03-12
250000,NR,0.0,"['chauffeur', 'police', 'ransom', 'manager', 'kidnapping', 'blackmail', 'baby-snatching', 'film noir', 'black and white', 'shoe', 'japanese noir', 'emaciation', 'yokohama', 'shōwa era (1926-89)']",ja,4.6884,"['TOHO', 'Kurosawa Production']",['Japan'],1963,0,Tengoku to jigoku,1963-03-01
1800000,PG,9500000.0,"['usa president', 'general', 'cold war', 'strategic air command', 'dark comedy', 'nuclear missile', 'satire', 'black and white', 'cynical', 'war room', 'bomber pilot', 'nuclear weapons', 'ex-nazi', 'anti war', 'doomsday device', 'absurdism', 'satirical', 'playful', 'absurd', 'critical', 'hilarious', 'audacious', 'farcical', 'sardonic']",en,4.4603,"['Hawk Films', 'Columbia Pictures']","['United Kingdom', 'United States of America']",1964,9500000,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29
3000000,NR,9000000.0,"['based on novel or book', 'nurse', 'widow', 'cigarette', 'alibi', 'letter', 'trial', 'murder', 'lawyer', 'courtroom', 'murder mystery', 'tiki culture']",en,4.786,['Edward Small Productions'],['United States of America'],1957,9000000,Witness for the Prosecution,1957-12-17
935000,NR,1200000.0,"['army', 'france', 'based on novel or book', 'general', 'germany', 'world war i', 'patriotism', 'cowardice', 'idealism', 'idealist', 'black and white', 'soldier', 'anti war', '1910s', 'war', 'fighting the system']",en,3.6533,"['Bryna Productions', 'United Artists', 'Harris-Kubrick Productions']",['United States of America'],1957,1200000,Paths of Glory,1957-10-25
1000000,PG,37042336.0,"['nurse', 'isolation', 'photographer', 'suspicion of murder', 'wheelchair', 'girlfriend', 'salesman', 'neighbor', 'whodunit', 'convalescence', 'voyeurism', 'voyeur', 'missing wife', 'homebound', 'psychotic obsessions', 'suspicious behavior', 'flower bed', 'visiting nurse', 'suspenseful', 'the boy who cried wolf', 'admiring']",en,7.0564,"['Paramount Pictures', 'Patron Inc.']",['United States of America'],1954,37042336,Rear Window,1954-08-01
1752000,NR,5000000.0,"[""new year's eve"", 'jealousy', 'loss of sense of reality', 'screenwriter', 'butler', 'delusion', 'diva', 'film noir', 'hollywood', 'los angeles, california', 'black and white', 'madness', 'aging actor', 'has been', 'silent film star', 'ironic', 'grandiose  behavior', 'kept man', 'movie studio', 'bitter']",en,4.4784,['Paramount Pictures'],['United States of America'],1950,5000000,Sunset Blvd.,1950-08-10
2000000,NR,11000000.0,"['amnesia', 'nazi', 'hairdresser', 'propaganda', 'world war i', 'dictator', 'jewish ghetto', 'fascism', 'world war ii', 'national socialism', 'national socialist party', 'satire', 'speech', 'black and white', 'barbershop', 'anti war', 'fictitious country']",en,3.8215,['Charles Chaplin Productions'],['United States of America'],1940,11000000,The Great Dictator,1940-10-15
100000000,R,394638258.0,"['race against time', 'world war i', 'british army', 'soldier', 'real time', 'trenches', '1910s', 'trench warfare', ""no man's land""]",en,10.8139,"['DreamWorks Pictures', 'Reliance Entertainment', 'New Republic Pictures', 'Neal Street Productions', 'Mogambo Films']","['India', 'Spain', 'United Kingdom', 'United States of America']",2019,394638258,1917,2019-12-04
0,A,0.0,"['horror', 'mythology', 'greed', 'treasure', 'monster']",hi,5.1042,"['Filmgate Films', 'Film i Väst', 'Sohum Shah FIlms', 'Colour Yellow Productions', 'Eros International']","['India', 'Sweden']",2018,0,Tumbbad,2018-10-12
4500000,R,40000000.0,"['pianist', 'witness to a crime', 'blind man', 'piano']",hi,2.3163,"['Viacom18 Studios', 'Matchbox Pictures']",['India'],2018,40000000,Andhadhun,2018-10-05
750000,U/A,12000000.0,"['remake', 'murder', 'cover-up', 'family', 'police investigation']",ml,4.7002,['Aashirvad Cinemas'],['India'],2013,12000000,Drishyam,2013-12-19
3800000,R,18300000.0,"['pedophilia', 'denmark', 'parent child relationship', 'lie', 'father', 'kindergarten', 'teacher', 'tragedy', 'school', 'pedophile', 'bloody fight', 'divorce', 'hunting', 'pond', 'dead dog', 'grocery store', 'christmas', 'nude swimming', 'psychological drama', 'drama']",da,5.5706,"['Zentropa International Sweden', 'Zentropa Entertainments', 'Film i Väst']","['Denmark', 'Sweden']",2012,18300000,Jagten,2012-05-20
5000000,PG-13,24426169.0,"['emigration', 'class', ""alzheimer's disease"", 'teheran (tehran), iran', 'money', 'maid', 'divorce', 'iran', 'caregiver', 'marital separation', 'family argument', 'wistful']",fa,2.7538,"['Asghar Farhadi Productions', 'Memento Films Production']","['France', 'Iran']",2011,24426169,Jodaeiye Nader az Simin,2011-02-01
6800000,R,6788659.0,"['prison', 'rape', 'middle east', 'muslim', 'militia', 'orphanage', 'son', 'interpreter', 'swimming pool', 'massacre', 'checkpoint', 'political assassination', 'twins', 'incest', 'will', 'shocking', 'domineering', 'mother son incest', 'incest rape']",fr,7.4661,"['TS Productions', 'Phi Group', 'micro_scope']","['Canada', 'France']",2010,6788659,Incendies,2010-09-03
0,15,28000000.0,"['parent child relationship', 'prison cell', 'remake', 'wrongful imprisonment', 'based on movie', 'mentally challenged']",tr,4.7754,"['Lanistar Media', 'Motion Content Group', 'CJ ENM Turkey']",['Turkey'],2019,28000000,Miracle in cell NO.7,2019-10-10
0,NR,4187299.0,"['family drama', 'father son relationship', 'turkey', 'coup d\'état']",tr,0.8518,['Avşar Film'],['Turkey'],2005,4187299,Babam ve Oglum,2005-11-18
70000000,R,321457747.0,"['guerrilla warfare', 'swastika', 'paris, france', 'nazi', 'self sacrifice', 'sadism', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'masochism', 'antisemitism', 'german occupation of france', 'british politics', 'revisionist history', 'candid', 'adolf hitler', 'dubious']",en,21.1132,"['Universal Pictures', 'The Weinstein Company', 'A Band Apart', 'Zehnte Babelsberg Film', 'Visiona Romantica']","['Germany', 'United States of America']",2009,321457747,Inglourious Basterds,2009-05-20
20000000,R,72258126.0,"['new york city', 'regret', 'jealousy', 'deja vu', 'amnesia', 'dreams', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', '2000s', 'memory manipulation']",en,12.9799,"['Focus Features', 'Anonymous Content', 'This is that']",['United States of America'],2004,72258126,Eternal Sunshine of the Spotless Mind,2004-03-09
10000000,R,173921954.0,"['daughter', 'paris, france', 'love triangle', 'photography', 'ghost train', 'sex shop', 'shyness', 'journey around the world', 'postcard', 'romcom', 'hypochondriac', 'romance', 'cafe', 'kindness', 'magic realism', ""child's point of view"", 'montmartre, paris', 'neighbor neighbor relationship', 'father daughter relationship', 'happy ending', 'childhood memory']",fr,8.0545,"['Victoires Productions', 'Tapioca Films', 'France 3 Cinéma', 'MMC Independent', 'UGC']","['France', 'Germany']",2001,173921954,Amélie,2001-04-25
10000000,R,83557872.0,"['robbery', 'trailer park', 'england', 'gypsy', 'gambling', 'bare knuckle boxing', 'slang', 'antwerp', 'pig', 'gangster', 'boxer', 'underground fighting', 'blunt', 'diamond heist', 'candid', 'pikey', 'mischievous', 'absurd', 'hilarious', 'antagonistic', 'exuberant']",en,8.8083,"['SKA Films', 'Screen Gems']","['United Kingdom', 'United States of America']",2000,83557872,Snatch,2000-08-23
4500000,NR,7390108.0,"['drug dealer', 'corruption', 'drug abuse', 'unsociability', 'degradation', 'insanity', 'heroin', 'drug addiction', 'junkie', 'hallucination', 'speed', 'diet', 'orderly', 'surrealism', 'illusion', 'fondling', 'drug use', 'grief', 'drug pusher', 'marijuana', 'chain gang', 'postmodern', 'drug trade', 'psychiatrist', 'drugged', 'illegal prostitution', 'gay parent', 'subculture', 'bitterness', 'hatred', 'industrial music', 'force feeding', 'decadence', 'marijuana joint', 'boyfriend girlfriend relationship', 'heroin addict', 'prescription drug abuse', 'eating disorder', 'heroin addiction', 'voyeurism', 'brunette', 'sign languages', 'shock', 'narcotics', 'hospitalization', 'incarceration', 'gay theme', 'lesbian', 'cautionary tale', 'methamphetamine', 'drug addict', 'moral corruption', 'psychological drama', 'split screen', 'dramatic']",en,5.17,"['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures', 'Industry Entertainment Partners', 'Bandeira Entertainment']",['United States of America'],2000,7390108,Requiem for a Dream,2000-05-14
15000000,R,356296601.0,"['estate agent', 'adultery', 'coming out', 'first time', 'virgin', 'cheating', 'parent child relationship', 'age difference', 'midlife crisis', 'cheerleader', 'dark comedy', 'rose', 'satire', 'dysfunctional family', 'suburbia', 'coming of age', 'sexual fantasy', 'dysfunctional marriage', 'marijuana', 'loneliness', 'love affair', 'biting', 'exercise', 'extramarital affair', 'realtor', 'voyeurism', 'quitting a job', 'neighborhood', 'retired army man', 'closeted homosexual', 'singing in a car', 'gay theme', 'existential', 'teenager', 'camcorder']",en,11.089,"['DreamWorks Pictures', 'Jinks/Cohen Company']",['United States of America'],1999,356296601,American Beauty,1999-09-08
