Budget,Certificate,Gross,Keywords,Original_Language,Popularity,Production_Companies,Production_Countries,Released_Year,Revenue,Series_Title,date_details
250000000,PG-13,1155046416.0,"['superhero', 'based on comic', 'sequel', 'super soldier', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'angry', 'superhero teamup', 'bitter']",en,16.6094,['Marvel Studios'],['United States of America'],2016,1155046416,Captain America: Civil War,2016-04-12
44000000,R,155760117.0,"['bounty hunter', 'wyoming, usa', 'narration', 'mountain', 'hangman', 'whodunit', 'stagecoach', 'blizzard', 'post civil war', '19th century', 'dramatic', 'male rape', 'intense']",en,10.6114,"['The Weinstein Company', 'Double Feature Films', 'FilmColony']",['United States of America'],2015,155760117,The Hateful Eight,2015-12-07
40000000,PG,216600000.0,"['new york city', 'sibling relationship', 'based on novel or book', 'massachusetts', 'affectation', 'coming of age', 'remake', 'period drama', 'american civil war', 'christmas', '19th century', 'sister sister relationship', 'female writer', 'clinical', 'sisters', 'dignified']",en,9.6531,"['Columbia Pictures', 'Regency Enterprises', 'Pascal Pictures']",['United States of America'],2019,216600000,Little Women,2019-12-07
5500000,PG-13,42187665.0,"['artist', 'investigation', 'letter', 'painter', 'bullying', 'adult animation', 'struggling artist', '19th century', 'mysterious death', 'controversial artist', 'vincent van gogh']",en,4.686,"['Breakthru Films', 'Trademark Films', 'RBF Productions', 'Odra-Film', 'Centrum Technologii Audiowizualnych']","['United Kingdom', 'Poland', 'Netherlands']",2017,42187665,Loving Vincent,2017-06-12
0,R,16700000.0,"['wales', 'london, england', 'based on true story', 'lgbt', '1980s', 'activism', 'miners strike', 'gay theme']",en,1.9264,"['Calamity Films', 'BBC Film', 'Proud Films', 'BFI', 'Pathé']","['France', 'United Kingdom']",2014,16700000,Pride,2014-05-23
11000000,PG-13,10631747.0,"['depression', 'suicide', 'coma', 'paris, france', 'childhood trauma', 'laundromat', 'family secrets', 'dysfunctional family', 'divorce']",fr,1.9734,"['Memento Films Production', 'France 3 Cinéma', 'BiM Distribuzione']","['France', 'Italy']",2013,10631747,Le passé,2013-05-17
9200000,15,24930592.0,"['journalist', 'based on novel or book', 'rome, italy', 'alcohol', 'birthday', 'vatican (holy see)', 'nightclub', 'giraffe', 'artist', 'beauty', 'satire', 'aging', 'love', 'church', 'art', 'drugs', 'flamingo', 'escritor']",it,2.5807,"['France 2 Cinéma', 'Indigo Film', 'Babe Films', 'Pathé']","['France', 'Italy']",2013,24930592,La grande bellezza,2013-05-21
3400000,G,17240000.0,"['housewife', 'mumbai (bombay), india', 'food', 'tiffin', 'gastronomia', 'indian cuisine']",hi,2.5724,"['DAR Motion Pictures', 'Asap Films', 'Sikhya Entertainment', 'National Film Development Corporation of India', 'Rohfilm', 'Cine Mosaic', 'ARTE France Cinéma', 'Dharma Productions', 'Nittin Keni Creations', 'UTV Motion Pictures']","['France', 'Germany', 'India', 'United States of America']",2013,17240000,The Lunchbox,2013-09-20
700000,U/A,0.0,"['social comedy', 'sperm donor', 'infertility', 'delhi']",hi,3.4853,"['Eros International', 'JA Entertainment']",['India'],2012,0,Vicky Donor,2012-04-20
165000000,PG,657870525.0,"['friendship', 'martial arts', 'hero', 'sibling relationship', 'san francisco, california', 'superhero', 'talent', 'cartoon', 'villain', 'based on comic', 'coming of age', 'revenge', 'tokyo, japan', 'best friend', 'another dimension', 'robot', 'east asian lead', 'boy genius', 'super villain', 'aftercreditsstinger', 'villain arrested', 'supervillain', 'moral dilemma', 'teen superhero', 'dead brother', 'hopeful']",en,19.3624,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],2014,657870525,Big Hero 6,2014-10-23
12000000,R,87100449.0,"['london, england', 'parent child relationship', 'time travel', 'family secrets', 'cornwall, england', 'family', 'second chance', 'thoughtful', 'time-manipulation', 'reflective', 'playful', 'introspective', 'intimate', 'sentimental', 'whimsical', 'adoring', 'appreciative', 'celebratory', 'comforting', 'compassionate', 'exuberant', 'hopeful', 'viajes en el tiempo', 'viaje en el tiempo']",en,9.3439,"['Universal Pictures', 'Relativity Media', 'Working Title Films']","['United Kingdom', 'United States of America']",2013,87100449,About Time,2013-06-27
2840000,PG,11620000.0,"['classroom', 'housewife', 'speech', 'foreign language', 'wedding', 'xenophobia', 'manhattan, new york city', 'social differences', 'woman director']",hi,2.8805,"[""Lola's Productions"", 'Eros International', 'Curbside Films', 'Hope Productions']",['India'],2012,11620000,English Vinglish,2012-09-14
30000000,PG-13,117932401.0,"['japan', 'airplane', 'flying', 'world war ii', 'earthquake', 'biography', 'great depression', 'pacific war', 'love', 'adult animation', 'anime', 'taisho period']",ja,7.0506,"['Studio Ghibli', 'Nippon Television Network Corporation', 'dentsu', 'Hakuhodo DY Media Partners', 'The Walt Disney Company (Japan)', 'd-rights', 'TOHO']",['Japan'],2013,117932401,Kaze tachinu,2013-07-20
175000000,G,1073841394.0,"['friendship', 'cartoon', 'rescue mission', 'sequel', 'anti villain', 'buddy', 'cowboy', 'duringcreditsstinger', 'toy comes to life', 'dedication', 'awestruck']",en,12.2607,"['Walt Disney Pictures', 'Pixar']",['United States of America'],2019,1073841394,Toy Story 4,2019-06-11
13500000,R,19255873.0,"['painting', 'auctioneer', 'confidence game', 'fine art', 'honey pot']",it,2.6575,"['PACO Cinematografica', 'Business Location Sudtirol Alto Adige', 'Friuli Venezia Giulia Film Commission', 'UniCredit Group']",['Italy'],2013,19255873,La migliore offerta,2013-01-01
16000000,PG-13,68263166.0,"['camping', 'hurricane', 'pen pals', 'coming of age', 'camp', 'orphan', 'new england', 'first love', 'eye patch', 'search party', 'devastation', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger', '1960s']",en,5.4021,"['Indian Paintbrush', 'American Empirical Pictures']",['United States of America'],2012,68263166,Moonrise Kingdom,2012-05-16
145000000,PG,621537519.0,"['rescue', 'husband wife relationship', 'sacrifice', 'parent child relationship', 'loss of loved one', 'affectation', 'villain', 'melancholy', 'vikings (norsemen)', 'sequel', 'dragon', 'mourning', 'nostalgic', 'warrior', 'mysterious', 'philosophical', 'reflective', 'mother son relationship', 'loving', 'dreary', 'inspirational', 'wistful', 'intimate', 'understated', 'dramatic', 'sentimental', 'witty', 'hilarious', 'intense', 'sinister', 'romantic', 'whimsical', 'admiring', 'adoring', 'amused', 'apathetic', 'appreciative', 'awestruck', 'bewildered', 'celebratory', 'comforting', 'commanding', 'compassionate', 'empathetic', 'enthusiastic', 'euphoric', 'excited', 'exhilarated', 'familiar', 'optimistic', 'sincere', 'sympathetic', 'tragic', 'vibrant']",en,20.9379,['DreamWorks Animation'],['United States of America'],2014,621537519,How to Train Your Dragon 2,2014-05-16
28000000,R,133346506.0,"['based on novel or book', 'bank', 'fraud', 'wall street', 'biography', 'based on true story', 'finances', 'animated scene', 'historical fiction', 'loan', 'financial crisis', 'real estate', 'mortgage', 'factual']",en,8.781,"['Paramount Pictures', 'Regency Enterprises', 'Plan B Entertainment']",['United States of America'],2015,133346506,The Big Short,2015-11-12
0,15,45203103.0,"['japan', 'based on novel or book', 'child murder', 'teacher', 'murder', 'middle school', 'junior high school', 'murder mystery', 'female teacher', 'depressed', 'grieving mother', 'japanese junior high schooler']",ja,2.4737,"['DesperaDo', 'Hakuhodo DY Media Partners', 'Licri', 'Nippan Group Holdings', 'Sony Music Entertainment (Japan)', 'TOHO', 'Yahoo! Japan']",['Japan'],2010,45203103,Kokuhaku,2010-06-04
6000000,R,12966357.0,"['psychopath', 'cemetery', 'police chief', 'secret agent', 'revenge', 'murder', 'serial killer', 'mercilessness', 'severed head', 'brutality', 'cannibal', 'tracking device', 'south korea', 'sadistic killer', 'admiring']",ko,6.4346,"['Softbank Ventures', 'Peppermint & Company', 'Siz Entertainment', 'Finecut', 'Michigan Venture Capital', 'Showbox', 'CJ Investment']",['South Korea'],2010,12966357,Ang-ma-reul bo-at-da,2010-08-12
